Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Yr
Al Horford,C,31,BOS,19,679,20.1,.631,.211,.368,5.3,21.6,13.3,15.8,1.4,2.9,11.9,18.3,,1.7,1.0,2.7,.192,,2.1,2.3,4.4,1.1,2018
Josh Huestis,PF,26,OKC,4,19,8.0,.521,.000,1.000,0.0,16.5,8.3,0.0,2.6,4.8,0.0,6.6,,0.0,0.0,0.0,.098,,-4.9,3.7,-1.2,0.0,2018
Serge Ibaka,PF,28,TOR,10,260,10.9,.533,.333,.306,6.0,22.1,13.9,6.2,0.2,3.9,16.4,17.1,,0.0,0.0,0.1,.014,,-1.7,-0.4,-2.2,0.0,2018
Andre Iguodala,SF,34,GSW,15,401,14.7,.610,.435,.400,3.2,14.8,9.3,13.6,2.6,1.5,12.3,12.7,,0.7,0.7,1.4,.171,,0.0,2.8,2.9,0.5,2018
Ersan İlyasova,PF,30,PHI,10,233,14.4,.499,.369,.250,11.8,23.3,17.4,8.7,1.5,1.6,9.7,18.6,,0.2,0.3,0.5,.112,,0.4,-0.4,0.0,0.1,2018
Joe Ingles,SF,30,UTA,11,382,12.3,.623,.636,.140,1.4,12.3,6.8,15.2,0.8,0.5,16.8,17.8,,0.4,0.3,0.7,.085,,0.7,0.3,0.9,0.3,2018
Aaron Jackson,PG,31,HOU,7,17,8.7,.512,.500,.500,12.9,13.2,13.0,17.9,0.0,0.0,29.1,18.1,,0.0,0.0,0.0,.002,,-4.8,-0.9,-5.7,0.0,2018
LeBron James,PF,33,CLE,22,922,32.2,.619,.224,.418,3.9,22.3,12.9,46.4,1.7,2.3,13.5,35.0,,4.2,1.0,5.2,.269,,10.1,2.6,12.7,3.4,2018
Brandon Jennings,PG,28,MIL,1,5,-9.8,.347,1.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,25.8,37.7,,0.0,0.0,0.0,-0.468,,-17.5,-14.7,-32.2,0.0,2018
Jonas Jerebko,PF,30,UTA,10,79,9.1,.478,.316,.105,5.4,16.5,10.9,5.5,1.9,0.0,4.8,11.7,,0.0,0.1,0.1,.080,,-2.3,1.4,-0.9,0.0,2018
Amir Johnson,C,30,PHI,8,94,15.2,.560,.000,.238,15.7,10.4,13.1,14.1,1.0,1.0,11.5,11.7,,0.2,0.1,0.3,.160,,0.6,-0.6,0.0,0.0,2018
Dakari Johnson,C,22,OKC,2,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.001,,-3.0,-3.3,-6.3,0.0,2018
James Johnson,PF,30,MIA,5,161,16.3,.644,.310,.333,1.9,18.0,9.8,24.1,1.8,3.2,17.2,15.6,,0.3,0.1,0.4,.113,,1.8,2.0,3.8,0.2,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Joe Johnson,SF,36,HOU,8,54,1.5,.353,.176,.000,0.0,20.8,10.3,8.4,0.0,1.6,15.0,16.6,,-0.2,0.0,-0.1,-0.109,,-7.7,-0.6,-8.2,-0.1,2018
Tyler Johnson,PG,25,MIA,5,81,14.4,.688,.385,.269,1.3,9.3,5.2,8.4,1.2,0.0,6.4,16.5,,0.2,0.0,0.2,.122,,0.7,0.0,0.7,0.1,2018
Damian Jones,C,22,GSW,4,11,-4.7,.602,.000,1.500,10.5,19.0,14.9,0.0,0.0,0.0,47.5,25.7,,-0.1,0.0,0.0,-0.177,,-18.4,-2.9,-21.4,-0.1,2018
Tyus Jones,PG,21,MIN,4,55,6.1,.286,.286,.000,0.0,17.2,8.9,19.3,0.9,0.0,12.5,6.6,,0.0,0.0,0.0,-0.021,,-4.1,0.4,-3.7,0.0,2018
Cory Joseph,PG,26,IND,7,143,12.7,.463,.333,.182,1.8,12.3,7.2,20.4,3.3,1.5,10.1,13.1,,0.1,0.3,0.4,.125,,-1.2,3.9,2.7,0.2,2018
Furkan Korkmaz,SG,20,PHI,1,2,56.7,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,0.0,.349,,33.6,10.0,43.7,0.0,2018
Kyle Korver,SG,36,CLE,22,505,11.4,.604,.773,.156,1.4,11.1,6.1,5.8,0.9,1.6,8.5,15.1,,0.7,0.3,1.0,.092,,1.1,-0.9,0.2,0.3,2018
Shane Larkin,PG,25,BOS,11,154,10.1,.551,.371,.143,0.7,7.6,4.1,20.1,1.7,0.0,13.9,12.9,,0.1,0.1,0.3,.090,,-3.8,1.2,-2.6,0.0,2018
Joffrey Lauvergne,C,26,SAS,1,6,16.5,1.000,.000,.000,0.0,20.2,9.4,0.0,0.0,0.0,0.0,7.6,,0.0,0.0,0.0,.153,,2.2,-1.2,1.0,0.0,2018
Ty Lawson,PG,30,WAS,5,96,12.1,.506,.308,.231,2.5,13.6,8.1,21.3,1.5,0.0,9.5,14.5,,0.1,0.0,0.2,.076,,-1.8,-1.5,-3.3,0.0,2018
Jake Layman,SF,23,POR,1,8,50.8,1.000,.000,.000,0.0,15.1,6.9,25.8,12.2,0.0,0.0,16.0,,0.1,0.0,0.1,.533,,13.8,16.6,30.4,0.1,2018
T.J. Leaf,PF,20,IND,1,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.018,,-3.7,-0.6,-4.3,0.0,2018
Meyers Leonard,C,25,POR,2,8,48.4,1.000,.000,.000,0.0,60.4,27.7,0.0,0.0,0.0,0.0,21.3,,0.1,0.0,0.1,.348,,14.6,4.1,18.7,0.0,2018
DeAndre Liggins,SG,29,NOP,3,14,-7.7,.266,.000,2.000,0.0,7.2,3.7,0.0,0.0,0.0,51.5,11.8,,-0.1,0.0,-0.1,-0.237,,-11.0,-3.8,-14.8,0.0,2018
Damian Lillard,PG,27,POR,4,162,9.5,.471,.423,.239,1.9,11.2,6.1,16.6,1.5,0.0,16.9,24.9,,-0.2,0.0,-0.2,-0.062,,-1.9,-2.8,-4.7,-0.1,2018
Shaun Livingston,PG,32,GSW,21,362,12.6,.579,.009,.227,3.5,10.4,7.1,12.4,1.0,0.2,11.7,16.9,,0.5,0.4,0.9,.118,,-2.1,0.3,-1.8,0.0,2018
Kevon Looney,C,21,GSW,21,387,12.1,.529,.028,.292,12.5,12.7,12.6,6.5,1.8,1.8,9.0,10.3,,0.6,0.6,1.2,.150,,-1.5,0.8,-0.7,0.1,2018
Kevin Love,C,29,CLE,21,660,15.5,.511,.381,.230,8.6,30.6,19.4,8.6,1.2,1.1,11.8,24.3,,0.3,0.7,1.0,.073,,1.1,-2.0,-0.9,0.2,2018
Kyle Lowry,PG,31,TOR,10,361,19.9,.659,.534,.271,0.7,14.2,7.3,37.0,2.1,0.0,19.0,20.5,,1.1,0.0,1.1,.150,,4.6,1.1,5.8,0.7,2018
Ian Mahinmi,C,31,WAS,6,52,30.3,.796,.000,.786,9.2,16.0,12.6,3.0,3.8,8.2,5.0,16.8,,0.3,0.1,0.4,.358,,3.4,5.4,8.8,0.1,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Thon Maker,C,20,MIL,6,130,11.2,.531,.714,.250,5.9,14.6,10.5,5.4,0.8,7.6,11.4,13.1,,0.1,0.2,0.2,.081,,-1.7,0.7,-1.1,0.0,2018
Luc Mbah a Moute,PF,31,HOU,9,149,2.6,.320,.417,.194,2.2,14.3,8.2,2.8,2.0,2.4,13.3,13.6,,-0.4,0.2,-0.2,-0.071,,-5.3,-0.5,-5.8,-0.1,2018
Patrick McCaw,SG,22,GSW,6,16,17.9,.694,.500,1.000,7.2,13.1,10.3,0.0,6.2,0.0,0.0,8.1,,0.0,0.0,0.1,.263,,-0.6,7.4,6.8,0.0,2018
CJ McCollum,SG,26,POR,4,155,19.6,.610,.338,.169,0.0,6.2,2.9,15.0,1.6,0.5,9.8,25.3,,0.4,0.0,0.4,.111,,3.0,-0.3,2.8,0.2,2018
T.J. McConnell,PG,25,PHI,10,155,17.8,.720,.083,.139,4.1,14.0,9.0,23.3,1.9,0.0,13.6,12.0,,0.4,0.2,0.6,.194,,1.7,2.7,4.4,0.3,2018
JaVale McGee,C,30,GSW,13,158,23.6,.678,.017,.155,11.7,17.2,14.6,4.2,0.9,6.1,7.5,19.0,,0.5,0.3,0.8,.243,,1.9,0.8,2.7,0.2,2018
Rodney McGruder,SG,26,MIA,4,16,-2.9,.250,.500,.000,0.0,26.9,13.2,0.0,0.0,0.0,0.0,10.8,,0.0,0.0,0.0,-0.109,,-11.5,-2.0,-13.5,0.0,2018
Khris Middleton,SF,26,MIL,7,275,22.5,.719,.366,.170,0.5,14.2,7.8,14.3,1.1,1.6,11.7,24.1,,0.9,0.2,1.1,.195,,5.0,-0.2,4.9,0.5,2018
C.J. Miles,SF,30,TOR,10,227,13.1,.615,.634,.225,3.2,9.9,6.5,5.3,1.6,1.0,10.3,17.4,,0.4,0.0,0.3,.073,,1.2,-0.2,1.0,0.2,2018
Darius Miller,SF,27,NOP,9,162,8.6,.587,.706,.176,1.3,11.2,6.4,8.4,1.4,0.0,14.1,11.3,,0.1,0.1,0.2,.067,,-1.6,0.5,-1.1,0.0,2018
Patty Mills,PG,29,SAS,5,165,10.4,.566,.614,.088,1.3,5.9,3.4,13.8,0.9,0.5,13.2,18.9,,0.0,0.0,0.0,.011,,-0.7,-0.8,-1.5,0.0,2018
Nikola Mirotić,PF,26,NOP,9,320,15.8,.612,.500,.186,3.0,24.2,14.0,6.3,1.5,3.0,8.3,16.1,,0.4,0.5,0.9,.137,,1.6,1.9,3.5,0.4,2018
Donovan Mitchell,SG,21,UTA,11,411,16.8,.512,.329,.177,2.3,14.8,8.5,20.8,1.9,0.9,10.9,31.5,,0.0,0.5,0.5,.062,,1.1,0.9,2.0,0.4,2018
Greg Monroe,C,27,BOS,11,105,15.9,.556,.000,.579,14.9,23.5,19.1,8.4,1.0,1.7,22.7,27.1,,0.0,0.1,0.1,.047,,-1.9,-1.8,-3.7,0.0,2018
E'Twaun Moore,SG,28,NOP,9,284,8.7,.537,.284,.182,2.3,6.0,4.2,7.1,1.0,0.3,10.4,16.0,,0.0,0.2,0.2,.034,,-2.7,-0.6,-3.3,-0.1,2018
Marcus Morris,PF,28,BOS,19,562,9.3,.474,.323,.265,4.0,17.3,10.5,6.2,0.6,0.8,7.1,22.0,,-0.2,0.6,0.3,.029,,-3.0,-1.1,-4.1,-0.3,2018
Markieff Morris,PF,28,WAS,6,181,13.5,.552,.245,.204,9.2,20.4,14.8,8.0,1.1,2.4,10.1,14.5,,0.2,0.1,0.4,.096,,-0.6,0.4,-0.2,0.1,2018
Shabazz Muhammad,SG,25,MIL,4,29,23.3,.563,.250,.250,0.0,15.4,8.2,0.0,3.6,3.1,8.3,40.6,,0.0,0.0,0.0,.025,,6.6,-1.0,5.6,0.1,2018
Dejounte Murray,PG,21,SAS,5,96,16.3,.558,.194,.290,4.4,21.5,12.4,16.3,2.7,1.8,12.5,19.0,,0.1,0.1,0.2,.094,,0.6,2.7,3.3,0.1,2018
Abdel Nader,SF,24,BOS,11,33,5.2,.358,.267,.267,3.4,7.1,5.2,15.2,1.6,2.7,10.7,26.2,,-0.1,0.0,-0.1,-0.122,,-6.2,-0.6,-6.8,0.0,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Larry Nance Jr.,C,25,CLE,20,307,20.3,.652,.017,.517,13.3,21.8,17.4,9.3,2.7,4.2,14.0,12.9,,0.8,0.5,1.2,.193,,1.8,2.2,3.9,0.5,2018
Shabazz Napier,PG,26,POR,2,35,4.3,.463,.364,.182,0.0,6.9,3.2,12.0,4.2,0.0,33.6,21.8,,-0.2,0.0,-0.1,-0.183,,-7.1,0.2,-6.9,0.0,2018
Raul Neto,PG,25,UTA,8,72,7.4,.417,.304,.217,3.0,12.1,7.5,20.2,1.4,0.0,13.7,17.9,,-0.1,0.1,0.0,.004,,-3.4,0.2,-3.2,0.0,2018
Lucas Nogueira,C,25,TOR,5,24,-9.8,.266,.000,2.000,0.0,5.2,2.5,5.2,0.0,0.0,61.5,9.2,,-0.1,0.0,-0.1,-0.227,,-13.0,-2.2,-15.2,-0.1,2018
Jusuf Nurkić,C,23,POR,4,94,23.0,.536,.000,.282,13.0,25.7,18.8,6.5,3.1,4.3,6.4,21.3,,0.2,0.1,0.3,.160,,1.2,0.7,2.0,0.1,2018
Royce O'Neale,SF,24,UTA,11,259,9.5,.606,.500,.339,1.2,14.7,7.9,8.5,1.9,1.4,19.9,13.7,,0.0,0.3,0.4,.069,,-2.3,2.5,0.2,0.1,2018
Semi Ojeleye,PF,23,BOS,17,230,2.9,.443,.667,.212,1.9,12.3,7.0,1.2,0.7,0.0,5.3,7.6,,-0.1,0.2,0.1,.028,,-5.4,0.3,-5.2,-0.2,2018
Emeka Okafor,C,35,NOP,1,4,-13.8,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,,0.0,0.0,0.0,-0.263,,-17.0,-6.2,-23.2,0.0,2018
Victor Oladipo,SG,25,IND,7,261,22.0,.548,.449,.323,1.5,24.7,13.6,26.8,3.4,1.3,14.2,30.5,,0.3,0.6,0.9,.160,,4.5,3.2,7.6,0.6,2018
Kelly Olynyk,PF,26,MIA,5,146,17.4,.606,.432,.455,5.0,11.8,8.3,21.0,2.3,3.5,13.2,17.9,,0.3,0.1,0.4,.125,,2.7,1.5,4.2,0.2,2018
Chinanu Onuaku,C,21,HOU,1,3,38.2,,,,36.5,0.0,18.5,43.0,16.7,0.0,,0.0,,0.0,0.0,0.0,.578,,4.7,17.3,21.9,0.0,2018
Cedi Osman,SF,22,CLE,14,62,5.6,.354,.389,.222,1.9,11.8,6.7,7.3,2.5,0.0,0.0,14.7,,-0.1,0.0,0.0,-0.020,,-3.6,-1.1,-4.6,0.0,2018
Kelly Oubre Jr.,SF,22,WAS,6,148,9.8,.501,.396,.375,0.8,17.7,9.3,3.8,2.0,1.7,8.2,18.1,,0.0,0.1,0.1,.030,,-3.2,0.5,-2.7,0.0,2018
Zaza Pachulia,C,33,GSW,7,26,35.6,.692,.000,1.714,26.6,24.1,25.3,5.5,5.7,3.4,19.6,26.3,,0.1,0.1,0.2,.395,,6.3,2.8,9.0,0.1,2018
Jabari Parker,PF,22,MIL,7,167,15.9,.517,.306,.210,6.1,23.4,15.4,9.4,2.2,2.1,8.1,21.5,,0.1,0.2,0.3,.091,,0.3,-0.6,-0.2,0.1,2018
Tony Parker,PG,35,SAS,5,67,7.8,.412,.135,.189,0.0,7.2,3.4,17.5,1.5,0.0,9.1,30.1,,-0.2,0.0,-0.2,-0.151,,-4.1,-2.4,-6.5,-0.1,2018
Patrick Patterson,PF,28,OKC,6,58,4.4,.667,.667,.000,1.8,18.0,10.0,7.2,0.8,0.0,33.3,6.8,,0.0,0.1,0.1,.043,,-3.7,0.3,-3.4,0.0,2018
Brandon Paul,SG,26,SAS,1,3,15.5,,,,0.0,40.4,18.8,46.2,0.0,0.0,,0.0,,0.0,0.0,0.0,.168,,3.2,6.2,9.4,0.0,2018
Chris Paul,PG,32,HOU,15,517,22.8,.565,.385,.206,1.9,17.4,9.5,30.8,2.9,0.7,9.1,26.7,,1.4,0.7,2.1,.193,,4.2,2.5,6.6,1.1,2018
Jakob Poeltl,C,22,TOR,9,140,14.6,.622,.032,.613,12.8,18.8,15.7,6.3,1.1,2.2,16.9,15.4,,0.3,0.0,0.3,.108,,-1.7,0.0,-1.7,0.0,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Otto Porter,SF,24,WAS,5,158,12.9,.562,.293,.195,0.8,18.1,9.4,7.2,1.9,2.7,6.3,13.3,,0.1,0.1,0.3,.078,,0.2,1.0,1.2,0.1,2018
Norman Powell,SG,24,TOR,6,40,1.3,.381,.500,.286,0.0,6.3,3.1,7.1,0.0,0.0,6.0,19.0,,-0.1,0.0,-0.1,-0.115,,-6.3,-4.2,-10.4,-0.1,2018
Zhou Qi,C,22,HOU,3,6,16.3,1.000,.000,.000,0.0,18.7,9.2,0.0,0.0,0.0,0.0,7.5,,0.0,0.0,0.0,.179,,2.1,2.5,4.6,0.0,2018
J.J. Redick,SG,33,PHI,10,342,14.9,.593,.556,.311,0.9,3.8,2.3,12.2,1.2,0.3,6.7,20.2,,0.8,0.2,1.1,.148,,2.7,-1.1,1.6,0.3,2018
Josh Richardson,SF,24,MIA,5,130,12.8,.487,.475,.175,3.2,9.1,6.1,16.6,4.0,3.3,10.4,15.9,,0.0,0.1,0.2,.057,,-1.1,2.5,1.4,0.1,2018
Glenn Robinson III,SF,24,IND,2,6,17.0,1.000,.000,.000,0.0,19.5,10.2,0.0,0.0,0.0,0.0,7.9,,0.0,0.0,0.0,.204,,1.2,2.4,3.6,0.0,2018
Rajon Rondo,PG,31,NOP,9,302,15.6,.474,.207,.152,3.2,19.6,11.7,47.4,2.0,0.5,25.2,18.6,,0.1,0.4,0.5,.082,,0.3,0.8,1.1,0.2,2018
Derrick Rose,PG,29,MIN,5,119,16.6,.591,.175,.123,0.9,7.1,4.1,19.9,0.8,0.0,11.8,26.1,,0.1,0.0,0.1,.044,,1.1,-0.4,0.7,0.1,2018
Terry Rozier,PG,23,BOS,19,696,17.3,.538,.553,.211,1.3,15.5,8.2,26.3,1.8,0.8,7.0,20.7,,1.3,0.9,2.2,.149,,2.2,2.2,4.5,1.1,2018
Ricky Rubio,PG,27,UTA,6,181,15.9,.471,.405,.291,2.9,23.5,13.1,36.8,2.2,1.5,16.8,26.1,,0.0,0.3,0.2,.063,,0.4,2.0,2.5,0.2,2018
Domantas Sabonis,C,21,IND,7,166,18.7,.622,.113,.290,10.7,12.7,11.8,5.1,0.3,1.3,9.1,21.9,,0.5,0.2,0.6,.183,,0.4,-0.9,-0.5,0.1,2018
Dario Šarić,PF,23,PHI,10,329,18.6,.546,.371,.286,10.3,13.5,11.9,17.2,1.5,1.1,8.7,22.0,,0.8,0.4,1.2,.173,,4.1,-0.1,3.9,0.5,2018
Tomáš Satoranský,SG,26,WAS,6,60,-0.8,.237,.231,.308,10.0,7.9,8.9,6.3,0.0,0.0,16.9,13.0,,-0.2,0.0,-0.2,-0.140,,-6.9,-5.1,-12.0,-0.2,2018
Mike Scott,PF,29,WAS,6,126,19.1,.745,.268,.146,5.7,14.2,9.9,5.1,0.8,0.7,10.3,17.0,,0.4,0.0,0.4,.162,,3.6,-0.3,3.3,0.2,2018
Pascal Siakam,PF,23,TOR,10,179,14.0,.663,.098,.488,6.0,18.9,12.3,6.7,0.3,2.6,12.3,14.4,,0.4,0.0,0.4,.103,,-0.6,0.5,-0.1,0.1,2018
Ben Simmons,PG,21,PHI,10,369,16.6,.541,.008,.464,4.6,22.9,13.6,33.0,2.3,2.0,22.6,22.1,,0.2,0.6,0.8,.103,,0.3,1.8,2.1,0.4,2018
Marcus Smart,SG,23,BOS,15,449,11.7,.447,.476,.343,3.5,11.0,7.2,27.7,3.0,2.0,17.9,20.6,,-0.3,0.7,0.4,.038,,-2.7,2.3,-0.4,0.2,2018
J.R. Smith,SG,32,CLE,22,706,6.7,.486,.642,.118,1.6,8.6,5.1,5.3,1.6,0.5,8.8,14.1,,-0.1,0.4,0.3,.017,,-2.3,-0.6,-2.8,-0.2,2018
Jason Smith,C,31,WAS,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.021,,-2.4,-2.2,-4.7,0.0,2018
Tony Snell,SG,26,MIL,7,134,3.5,.396,.875,.000,1.0,10.0,5.8,4.0,1.2,2.7,11.1,9.8,,-0.2,0.1,-0.1,-0.025,,-3.3,-1.0,-4.3,-0.1,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Lance Stephenson,SG,27,IND,7,149,13.8,.529,.400,.138,2.6,12.6,7.8,22.3,0.7,0.7,11.5,24.7,,0.1,0.2,0.3,.090,,-0.3,0.6,0.3,0.1,2018
David Stockton,PG,26,UTA,2,6,-0.7,.333,.333,.000,0.0,18.1,9.0,0.0,0.0,0.0,0.0,22.1,,0.0,0.0,0.0,-0.136,,-10.5,-1.4,-11.9,0.0,2018
Caleb Swanigan,PF,20,POR,1,8,2.6,.399,.500,2.000,0.0,30.2,13.8,14.5,0.0,0.0,21.0,25.4,,0.0,0.0,0.0,-0.162,,-8.1,-1.3,-9.4,0.0,2018
Jayson Tatum,SF,19,BOS,19,683,16.2,.578,.272,.372,1.6,12.6,7.0,13.3,1.7,1.3,11.9,23.3,,0.8,0.8,1.6,.116,,0.0,1.5,1.5,0.6,2018
Jeff Teague,PG,29,MIN,5,153,13.2,.556,.353,.333,2.2,10.3,6.4,29.6,1.0,1.4,19.3,21.6,,0.1,0.0,0.1,.028,,-0.1,-1.1,-1.2,0.0,2018
Jason Terry,SG,40,MIL,3,44,5.5,.600,1.000,.000,2.9,2.5,2.7,6.0,1.2,0.0,16.7,6.6,,0.0,0.0,0.0,.038,,-0.7,-1.2,-2.0,0.0,2018
Klay Thompson,SG,27,GSW,21,794,13.9,.579,.459,.091,1.6,9.9,5.9,7.3,1.0,0.7,8.0,21.8,,0.9,0.9,1.8,.107,,1.1,-1.0,0.1,0.4,2018
Tristan Thompson,C,26,CLE,19,416,15.0,.622,.012,.325,12.3,19.9,16.0,4.1,0.3,1.8,10.4,11.8,,0.9,0.2,1.2,.135,,1.0,-1.2,-0.2,0.2,2018
Karl-Anthony Towns,C,22,MIN,5,170,16.9,.542,.183,.383,9.9,32.2,21.4,10.3,0.6,3.2,14.6,22.0,,0.1,0.1,0.2,.066,,1.3,-0.6,0.8,0.1,2018
P.J. Tucker,PF,32,HOU,17,569,11.8,.651,.694,.167,4.4,17.4,10.8,5.7,1.0,2.0,10.8,10.2,,0.9,0.6,1.5,.125,,0.7,1.7,2.4,0.6,2018
Evan Turner,SF,29,POR,3,87,8.3,.413,.212,.061,5.9,9.7,7.6,15.9,1.7,0.9,15.0,19.6,,-0.1,0.0,-0.1,-0.058,,-3.3,-0.9,-4.2,0.0,2018
Myles Turner,C,21,IND,7,196,15.3,.698,.241,.352,3.9,17.9,11.2,3.2,0.5,2.2,15.0,17.7,,0.4,0.3,0.6,.159,,-0.6,1.0,0.4,0.1,2018
Ekpe Udoh,C,30,UTA,6,21,3.1,.362,.000,4.000,5.1,10.4,7.7,0.0,0.0,8.4,26.6,7.9,,0.0,0.0,0.0,-0.044,,-5.7,1.2,-4.5,0.0,2018
Jonas Valančiūnas,C,25,TOR,10,244,25.2,.599,.047,.318,14.7,38.4,26.3,8.7,0.8,4.8,13.5,26.2,,0.6,0.2,0.8,.155,,3.1,0.2,3.3,0.3,2018
Fred VanVleet,PG,23,TOR,6,114,8.1,.482,.718,.205,0.0,11.0,5.4,16.6,0.0,0.0,8.6,18.5,,0.0,-0.1,0.0,-0.006,,-1.1,-3.0,-4.1,-0.1,2018
Dwyane Wade,SG,36,MIA,5,127,17.4,.510,.057,.371,2.4,15.3,8.7,27.3,2.6,0.7,11.9,31.4,,0.0,0.1,0.1,.032,,0.1,0.6,0.6,0.1,2018
John Wall,PG,27,WAS,6,234,24.2,.528,.165,.370,1.5,15.8,8.7,50.2,3.0,2.9,15.5,32.9,,0.4,0.2,0.6,.125,,4.8,1.9,6.7,0.5,2018
David West,C,37,GSW,18,175,19.2,.631,.044,.089,7.2,15.5,11.6,26.1,1.7,5.0,17.6,14.5,,0.5,0.3,0.8,.217,,1.7,4.1,5.8,0.3,2018
Russell Westbrook,PG,29,OKC,6,235,20.3,.493,.261,.248,5.0,27.1,16.2,38.1,1.9,0.0,14.8,39.0,,-0.1,0.3,0.3,.052,,3.9,0.1,4.1,0.4,2018
Derrick White,PG,23,SAS,3,18,20.0,.583,.333,.000,0.0,0.0,0.0,10.0,2.9,9.7,0.0,15.2,,0.0,0.0,0.0,.125,,5.2,3.1,8.3,0.0,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Hassan Whiteside,C,28,MIA,5,77,6.9,.505,.000,.650,13.4,28.0,20.6,2.0,0.0,6.7,31.8,21.1,,-0.2,0.1,-0.1,-0.082,,-7.9,-1.9,-9.8,-0.2,2018
Andrew Wiggins,SF,22,MIN,5,164,11.7,.514,.309,.294,3.4,13.5,8.6,10.0,0.6,1.3,10.5,23.9,,0.0,0.0,0.0,-0.012,,-0.8,-1.0,-1.7,0.0,2018
Justise Winslow,PF,21,MIA,5,125,12.1,.495,.452,.405,5.8,22.4,13.9,16.2,1.5,2.7,13.9,19.8,,0.0,0.1,0.1,.037,,-1.0,0.5,-0.5,0.0,2018
Delon Wright,PG,25,TOR,10,215,18.0,.573,.309,.235,1.7,11.0,6.3,16.3,3.5,3.3,10.7,17.7,,0.4,0.2,0.5,.114,,2.1,3.0,5.2,0.4,2018
Guerschon Yabusele,PF,22,BOS,12,48,1.2,.179,.667,.556,7.0,19.6,13.1,8.6,2.1,0.0,0.0,10.8,,-0.1,0.1,0.0,-0.032,,-8.6,-0.4,-9.0,-0.1,2018
Joe Young,PG,25,IND,1,3,-5.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.024,,-13.1,0.5,-12.6,0.0,2018
Nick Young,SG,32,GSW,20,205,3.1,.460,.887,.151,0.6,5.6,3.2,2.5,0.2,0.0,3.4,12.8,,-0.1,0.2,0.1,.021,,-4.2,-2.0,-6.3,-0.2,2018
Thaddeus Young,PF,29,IND,7,237,17.9,.601,.117,.217,11.8,15.8,13.9,6.5,2.7,2.8,9.6,14.5,,0.5,0.4,0.9,.188,,1.1,2.9,4.0,0.4,2018
Tyler Zeller,C,28,MIL,7,66,13.4,.814,.000,.800,3.9,20.3,12.6,6.1,3.2,4.1,12.9,5.7,,0.1,0.1,0.3,.183,,-1.6,2.5,0.8,0.0,2018
Ante Žižić,C,21,CLE,8,23,14.9,.514,.000,.600,5.1,26.5,15.5,8.0,0.0,4.0,13.7,29.5,,0.0,0.0,0.0,-0.001,,-2.2,-2.2,-4.4,0.0,2018
Steven Adams,C,25,OKC,5,159,15.7,.648,.024,.190,8.1,16.6,12.3,7.2,1.5,2.6,16.5,14.6,,0.2,0.1,0.3,.103,,-0.1,1.9,1.8,0.2,2019
LaMarcus Aldridge,C,33,SAS,7,244,21.8,.517,.091,.273,8.4,21.1,14.8,13.1,1.1,2.3,4.9,27.0,,0.5,0.2,0.7,.130,,2.5,-0.2,2.3,0.3,2019
Grayson Allen,SG,23,UTA,2,14,10.5,.446,.429,1.000,0.0,7.8,3.8,0.0,0.0,0.0,0.0,30.6,,0.0,0.0,0.0,.003,,-1.6,-3.5,-5.1,0.0,2019
Jarrett Allen,C,20,BRK,5,110,22.5,.674,.000,.625,13.0,19.3,15.9,15.9,1.3,2.0,16.4,18.0,,0.4,0.0,0.4,.182,,2.0,1.4,3.4,0.2,2019
Al-Farouq Aminu,PF,28,POR,16,399,11.0,.473,.468,.330,7.7,18.9,13.3,7.5,1.1,2.1,11.4,15.3,,0.1,0.3,0.4,.052,,-0.8,-0.1,-0.9,0.1,2019
Giannis Antetokounmpo,PF,24,MIL,15,514,26.5,.570,.210,.641,7.5,27.7,17.9,25.1,1.6,5.3,13.0,32.2,,1.1,1.3,2.3,.219,,5.0,3.3,8.4,1.4,2019
D.J. Augustin,PG,31,ORL,5,141,16.7,.666,.512,.390,0.7,5.8,3.1,25.5,0.7,0.7,12.7,17.3,,0.4,0.0,0.4,.138,,3.2,0.4,3.5,0.2,2019
Will Barton,SF,28,DEN,14,328,10.4,.434,.407,.193,4.7,16.9,10.7,11.0,0.6,2.2,8.2,21.6,,-0.2,0.2,0.0,-0.002,,-1.9,-1.2,-3.1,-0.1,2019
