Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Yr
Shane Larkin,PG,25,BOS,11,154,10.1,0.551,0.371,0.143,0.7,7.6,4.1,20.1,1.7,0,13.9,12.9,0.1,0.1,0.3,0.09,-3.8,1.2,-2.6,0,2018
Joffrey Lauvergne,C,26,SAS,1,6,16.5,1,0,0,0,20.2,9.4,0,0,0,0,7.6,0,0,0,0.153,2.2,-1.2,1,0,2018
Ty Lawson,PG,30,WAS,5,96,12.1,0.506,0.308,0.231,2.5,13.6,8.1,21.3,1.5,0,9.5,14.5,0.1,0,0.2,0.076,-1.8,-1.5,-3.3,0,2018
Jake Layman,SF,23,POR,1,8,50.8,1,0,0,0,15.1,6.9,25.8,12.2,0,0,16,0.1,0,0.1,0.533,13.8,16.6,30.4,0.1,2018
T.J. Leaf,PF,20,IND,1,4,0,,,,0,0,0,0,0,0,,0,0,0,0,0.018,-3.7,-0.6,-4.3,0,2018
Meyers Leonard,C,25,POR,2,8,48.4,1,0,0,0,60.4,27.7,0,0,0,0,21.3,0.1,0,0.1,0.348,14.6,4.1,18.7,0,2018
DeAndre Liggins,SG,29,NOP,3,14,-7.7,0.266,0,2,0,7.2,3.7,0,0,0,51.5,11.8,-0.1,0,-0.1,-0.237,-11,-3.8,-14.8,0,2018
Damian Lillard,PG,27,POR,4,162,9.5,0.471,0.423,0.239,1.9,11.2,6.1,16.6,1.5,0,16.9,24.9,-0.2,0,-0.2,-0.062,-1.9,-2.8,-4.7,-0.1,2018
Shaun Livingston,PG,32,GSW,21,362,12.6,0.579,0.009,0.227,3.5,10.4,7.1,12.4,1,0.2,11.7,16.9,0.5,0.4,0.9,0.118,-2.1,0.3,-1.8,0,2018
Kevon Looney,C,21,GSW,21,387,12.1,0.529,0.028,0.292,12.5,12.7,12.6,6.5,1.8,1.8,9,10.3,0.6,0.6,1.2,0.15,-1.5,0.8,-0.7,0.1,2018
Kevin Love,C,29,CLE,21,660,15.5,0.511,0.381,0.23,8.6,30.6,19.4,8.6,1.2,1.1,11.8,24.3,0.3,0.7,1,0.073,1.1,-2,-0.9,0.2,2018
Kyle Lowry,PG,31,TOR,10,361,19.9,0.659,0.534,0.271,0.7,14.2,7.3,37,2.1,0,19,20.5,1.1,0,1.1,0.15,4.6,1.1,5.8,0.7,2018
Ian Mahinmi,C,31,WAS,6,52,30.3,0.796,0,0.786,9.2,16,12.6,3,3.8,8.2,5,16.8,0.3,0.1,0.4,0.358,3.4,5.4,8.8,0.1,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Thon Maker,C,20,MIL,6,130,11.2,0.531,0.714,0.25,5.9,14.6,10.5,5.4,0.8,7.6,11.4,13.1,0.1,0.2,0.2,0.081,-1.7,0.7,-1.1,0,2018
Luc Mbah a Moute,PF,31,HOU,9,149,2.6,0.32,0.417,0.194,2.2,14.3,8.2,2.8,2,2.4,13.3,13.6,-0.4,0.2,-0.2,-0.071,-5.3,-0.5,-5.8,-0.1,2018
Patrick McCaw,SG,22,GSW,6,16,17.9,0.694,0.5,1,7.2,13.1,10.3,0,6.2,0,0,8.1,0,0,0.1,0.263,-0.6,7.4,6.8,0,2018
CJ McCollum,SG,26,POR,4,155,19.6,0.61,0.338,0.169,0,6.2,2.9,15,1.6,0.5,9.8,25.3,0.4,0,0.4,0.111,3,-0.3,2.8,0.2,2018
T.J. McConnell,PG,25,PHI,10,155,17.8,0.72,0.083,0.139,4.1,14,9,23.3,1.9,0,13.6,12,0.4,0.2,0.6,0.194,1.7,2.7,4.4,0.3,2018
JaVale McGee,C,30,GSW,13,158,23.6,0.678,0.017,0.155,11.7,17.2,14.6,4.2,0.9,6.1,7.5,19,0.5,0.3,0.8,0.243,1.9,0.8,2.7,0.2,2018
Rodney McGruder,SG,26,MIA,4,16,-2.9,0.25,0.5,0,0,26.9,13.2,0,0,0,0,10.8,0,0,0,-0.109,-11.5,-2,-13.5,0,2018
Khris Middleton,SF,26,MIL,7,275,22.5,0.719,0.366,0.17,0.5,14.2,7.8,14.3,1.1,1.6,11.7,24.1,0.9,0.2,1.1,0.195,5,-0.2,4.9,0.5,2018
C.J. Miles,SF,30,TOR,10,227,13.1,0.615,0.634,0.225,3.2,9.9,6.5,5.3,1.6,1,10.3,17.4,0.4,0,0.3,0.073,1.2,-0.2,1,0.2,2018
Darius Miller,SF,27,NOP,9,162,8.6,0.587,0.706,0.176,1.3,11.2,6.4,8.4,1.4,0,14.1,11.3,0.1,0.1,0.2,0.067,-1.6,0.5,-1.1,0,2018
Patty Mills,PG,29,SAS,5,165,10.4,0.566,0.614,0.088,1.3,5.9,3.4,13.8,0.9,0.5,13.2,18.9,0,0,0,0.011,-0.7,-0.8,-1.5,0,2018
Nikola Mirotić,PF,26,NOP,9,320,15.8,0.612,0.5,0.186,3,24.2,14,6.3,1.5,3,8.3,16.1,0.4,0.5,0.9,0.137,1.6,1.9,3.5,0.4,2018
Donovan Mitchell,SG,21,UTA,11,411,16.8,0.512,0.329,0.177,2.3,14.8,8.5,20.8,1.9,0.9,10.9,31.5,0,0.5,0.5,0.062,1.1,0.9,2,0.4,2018
Greg Monroe,C,27,BOS,11,105,15.9,0.556,0,0.579,14.9,23.5,19.1,8.4,1,1.7,22.7,27.1,0,0.1,0.1,0.047,-1.9,-1.8,-3.7,0,2018
E'Twaun Moore,SG,28,NOP,9,284,8.7,0.537,0.284,0.182,2.3,6,4.2,7.1,1,0.3,10.4,16,0,0.2,0.2,0.034,-2.7,-0.6,-3.3,-0.1,2018
Marcus Morris,PF,28,BOS,19,562,9.3,0.474,0.323,0.265,4,17.3,10.5,6.2,0.6,0.8,7.1,22,-0.2,0.6,0.3,0.029,-3,-1.1,-4.1,-0.3,2018
Markieff Morris,PF,28,WAS,6,181,13.5,0.552,0.245,0.204,9.2,20.4,14.8,8,1.1,2.4,10.1,14.5,0.2,0.1,0.4,0.096,-0.6,0.4,-0.2,0.1,2018
Shabazz Muhammad,SG,25,MIL,4,29,23.3,0.563,0.25,0.25,0,15.4,8.2,0,3.6,3.1,8.3,40.6,0,0,0,0.025,6.6,-1,5.6,0.1,2018
Dejounte Murray,PG,21,SAS,5,96,16.3,0.558,0.194,0.29,4.4,21.5,12.4,16.3,2.7,1.8,12.5,19,0.1,0.1,0.2,0.094,0.6,2.7,3.3,0.1,2018
Abdel Nader,SF,24,BOS,11,33,5.2,0.358,0.267,0.267,3.4,7.1,5.2,15.2,1.6,2.7,10.7,26.2,-0.1,0,-0.1,-0.122,-6.2,-0.6,-6.8,0,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Larry Nance Jr.,C,25,CLE,20,307,20.3,0.652,0.017,0.517,13.3,21.8,17.4,9.3,2.7,4.2,14,12.9,0.8,0.5,1.2,0.193,1.8,2.2,3.9,0.5,2018
Shabazz Napier,PG,26,POR,2,35,4.3,0.463,0.364,0.182,0,6.9,3.2,12,4.2,0,33.6,21.8,-0.2,0,-0.1,-0.183,-7.1,0.2,-6.9,0,2018
Raul Neto,PG,25,UTA,8,72,7.4,0.417,0.304,0.217,3,12.1,7.5,20.2,1.4,0,13.7,17.9,-0.1,0.1,0,0.004,-3.4,0.2,-3.2,0,2018
Lucas Nogueira,C,25,TOR,5,24,-9.8,0.266,0,2,0,5.2,2.5,5.2,0,0,61.5,9.2,-0.1,0,-0.1,-0.227,-13,-2.2,-15.2,-0.1,2018
Jusuf Nurkić,C,23,POR,4,94,23,0.536,0,0.282,13,25.7,18.8,6.5,3.1,4.3,6.4,21.3,0.2,0.1,0.3,0.16,1.2,0.7,2,0.1,2018
Royce O'Neale,SF,24,UTA,11,259,9.5,0.606,0.5,0.339,1.2,14.7,7.9,8.5,1.9,1.4,19.9,13.7,0,0.3,0.4,0.069,-2.3,2.5,0.2,0.1,2018
Semi Ojeleye,PF,23,BOS,17,230,2.9,0.443,0.667,0.212,1.9,12.3,7,1.2,0.7,0,5.3,7.6,-0.1,0.2,0.1,0.028,-5.4,0.3,-5.2,-0.2,2018
Emeka Okafor,C,35,NOP,1,4,-13.8,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,-0.263,-17,-6.2,-23.2,0,2018
Victor Oladipo,SG,25,IND,7,261,22,0.548,0.449,0.323,1.5,24.7,13.6,26.8,3.4,1.3,14.2,30.5,0.3,0.6,0.9,0.16,4.5,3.2,7.6,0.6,2018
Kelly Olynyk,PF,26,MIA,5,146,17.4,0.606,0.432,0.455,5,11.8,8.3,21,2.3,3.5,13.2,17.9,0.3,0.1,0.4,0.125,2.7,1.5,4.2,0.2,2018
Chinanu Onuaku,C,21,HOU,1,3,38.2,,,,36.5,0,18.5,43,16.7,0,,0,0,0,0,0.578,4.7,17.3,21.9,0,2018
Cedi Osman,SF,22,CLE,14,62,5.6,0.354,0.389,0.222,1.9,11.8,6.7,7.3,2.5,0,0,14.7,-0.1,0,0,-0.02,-3.6,-1.1,-4.6,0,2018
Kelly Oubre Jr.,SF,22,WAS,6,148,9.8,0.501,0.396,0.375,0.8,17.7,9.3,3.8,2,1.7,8.2,18.1,0,0.1,0.1,0.03,-3.2,0.5,-2.7,0,2018
Zaza Pachulia,C,33,GSW,7,26,35.6,0.692,0,1.714,26.6,24.1,25.3,5.5,5.7,3.4,19.6,26.3,0.1,0.1,0.2,0.395,6.3,2.8,9,0.1,2018
Jabari Parker,PF,22,MIL,7,167,15.9,0.517,0.306,0.21,6.1,23.4,15.4,9.4,2.2,2.1,8.1,21.5,0.1,0.2,0.3,0.091,0.3,-0.6,-0.2,0.1,2018
Tony Parker,PG,35,SAS,5,67,7.8,0.412,0.135,0.189,0,7.2,3.4,17.5,1.5,0,9.1,30.1,-0.2,0,-0.2,-0.151,-4.1,-2.4,-6.5,-0.1,2018
Patrick Patterson,PF,28,OKC,6,58,4.4,0.667,0.667,0,1.8,18,10,7.2,0.8,0,33.3,6.8,0,0.1,0.1,0.043,-3.7,0.3,-3.4,0,2018
Brandon Paul,SG,26,SAS,1,3,15.5,,,,0,40.4,18.8,46.2,0,0,,0,0,0,0,0.168,3.2,6.2,9.4,0,2018
Chris Paul,PG,32,HOU,15,517,22.8,0.565,0.385,0.206,1.9,17.4,9.5,30.8,2.9,0.7,9.1,26.7,1.4,0.7,2.1,0.193,4.2,2.5,6.6,1.1,2018
Jakob Poeltl,C,22,TOR,9,140,14.6,0.622,0.032,0.613,12.8,18.8,15.7,6.3,1.1,2.2,16.9,15.4,0.3,0,0.3,0.108,-1.7,0,-1.7,0,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Otto Porter,SF,24,WAS,5,158,12.9,0.562,0.293,0.195,0.8,18.1,9.4,7.2,1.9,2.7,6.3,13.3,0.1,0.1,0.3,0.078,0.2,1,1.2,0.1,2018
Norman Powell,SG,24,TOR,6,40,1.3,0.381,0.5,0.286,0,6.3,3.1,7.1,0,0,6,19,-0.1,0,-0.1,-0.115,-6.3,-4.2,-10.4,-0.1,2018
Zhou Qi,C,22,HOU,3,6,16.3,1,0,0,0,18.7,9.2,0,0,0,0,7.5,0,0,0,0.179,2.1,2.5,4.6,0,2018
J.J. Redick,SG,33,PHI,10,342,14.9,0.593,0.556,0.311,0.9,3.8,2.3,12.2,1.2,0.3,6.7,20.2,0.8,0.2,1.1,0.148,2.7,-1.1,1.6,0.3,2018
Josh Richardson,SF,24,MIA,5,130,12.8,0.487,0.475,0.175,3.2,9.1,6.1,16.6,4,3.3,10.4,15.9,0,0.1,0.2,0.057,-1.1,2.5,1.4,0.1,2018
Glenn Robinson III,SF,24,IND,2,6,17,1,0,0,0,19.5,10.2,0,0,0,0,7.9,0,0,0,0.204,1.2,2.4,3.6,0,2018
Rajon Rondo,PG,31,NOP,9,302,15.6,0.474,0.207,0.152,3.2,19.6,11.7,47.4,2,0.5,25.2,18.6,0.1,0.4,0.5,0.082,0.3,0.8,1.1,0.2,2018
Derrick Rose,PG,29,MIN,5,119,16.6,0.591,0.175,0.123,0.9,7.1,4.1,19.9,0.8,0,11.8,26.1,0.1,0,0.1,0.044,1.1,-0.4,0.7,0.1,2018
Terry Rozier,PG,23,BOS,19,696,17.3,0.538,0.553,0.211,1.3,15.5,8.2,26.3,1.8,0.8,7,20.7,1.3,0.9,2.2,0.149,2.2,2.2,4.5,1.1,2018
Ricky Rubio,PG,27,UTA,6,181,15.9,0.471,0.405,0.291,2.9,23.5,13.1,36.8,2.2,1.5,16.8,26.1,0,0.3,0.2,0.063,0.4,2,2.5,0.2,2018
Domantas Sabonis,C,21,IND,7,166,18.7,0.622,0.113,0.29,10.7,12.7,11.8,5.1,0.3,1.3,9.1,21.9,0.5,0.2,0.6,0.183,0.4,-0.9,-0.5,0.1,2018
Dario Šarić,PF,23,PHI,10,329,18.6,0.546,0.371,0.286,10.3,13.5,11.9,17.2,1.5,1.1,8.7,22,0.8,0.4,1.2,0.173,4.1,-0.1,3.9,0.5,2018
Tomáš Satoranský,SG,26,WAS,6,60,-0.8,0.237,0.231,0.308,10,7.9,8.9,6.3,0,0,16.9,13,-0.2,0,-0.2,-0.14,-6.9,-5.1,-12,-0.2,2018
Mike Scott,PF,29,WAS,6,126,19.1,0.745,0.268,0.146,5.7,14.2,9.9,5.1,0.8,0.7,10.3,17,0.4,0,0.4,0.162,3.6,-0.3,3.3,0.2,2018
Pascal Siakam,PF,23,TOR,10,179,14,0.663,0.098,0.488,6,18.9,12.3,6.7,0.3,2.6,12.3,14.4,0.4,0,0.4,0.103,-0.6,0.5,-0.1,0.1,2018
Ben Simmons,PG,21,PHI,10,369,16.6,0.541,0.008,0.464,4.6,22.9,13.6,33,2.3,2,22.6,22.1,0.2,0.6,0.8,0.103,0.3,1.8,2.1,0.4,2018
Marcus Smart,SG,23,BOS,15,449,11.7,0.447,0.476,0.343,3.5,11,7.2,27.7,3,2,17.9,20.6,-0.3,0.7,0.4,0.038,-2.7,2.3,-0.4,0.2,2018
J.R. Smith,SG,32,CLE,22,706,6.7,0.486,0.642,0.118,1.6,8.6,5.1,5.3,1.6,0.5,8.8,14.1,-0.1,0.4,0.3,0.017,-2.3,-0.6,-2.8,-0.2,2018
Jason Smith,C,31,WAS,1,2,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.021,-2.4,-2.2,-4.7,0,2018
Tony Snell,SG,26,MIL,7,134,3.5,0.396,0.875,0,1,10,5.8,4,1.2,2.7,11.1,9.8,-0.2,0.1,-0.1,-0.025,-3.3,-1,-4.3,-0.1,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Lance Stephenson,SG,27,IND,7,149,13.8,0.529,0.4,0.138,2.6,12.6,7.8,22.3,0.7,0.7,11.5,24.7,0.1,0.2,0.3,0.09,-0.3,0.6,0.3,0.1,2018
David Stockton,PG,26,UTA,2,6,-0.7,0.333,0.333,0,0,18.1,9,0,0,0,0,22.1,0,0,0,-0.136,-10.5,-1.4,-11.9,0,2018
Caleb Swanigan,PF,20,POR,1,8,2.6,0.399,0.5,2,0,30.2,13.8,14.5,0,0,21,25.4,0,0,0,-0.162,-8.1,-1.3,-9.4,0,2018
Jayson Tatum,SF,19,BOS,19,683,16.2,0.578,0.272,0.372,1.6,12.6,7,13.3,1.7,1.3,11.9,23.3,0.8,0.8,1.6,0.116,0,1.5,1.5,0.6,2018
Jeff Teague,PG,29,MIN,5,153,13.2,0.556,0.353,0.333,2.2,10.3,6.4,29.6,1,1.4,19.3,21.6,0.1,0,0.1,0.028,-0.1,-1.1,-1.2,0,2018
Jason Terry,SG,40,MIL,3,44,5.5,0.6,1,0,2.9,2.5,2.7,6,1.2,0,16.7,6.6,0,0,0,0.038,-0.7,-1.2,-2,0,2018
Klay Thompson,SG,27,GSW,21,794,13.9,0.579,0.459,0.091,1.6,9.9,5.9,7.3,1,0.7,8,21.8,0.9,0.9,1.8,0.107,1.1,-1,0.1,0.4,2018
Tristan Thompson,C,26,CLE,19,416,15,0.622,0.012,0.325,12.3,19.9,16,4.1,0.3,1.8,10.4,11.8,0.9,0.2,1.2,0.135,1,-1.2,-0.2,0.2,2018
Karl-Anthony Towns,C,22,MIN,5,170,16.9,0.542,0.183,0.383,9.9,32.2,21.4,10.3,0.6,3.2,14.6,22,0.1,0.1,0.2,0.066,1.3,-0.6,0.8,0.1,2018
P.J. Tucker,PF,32,HOU,17,569,11.8,0.651,0.694,0.167,4.4,17.4,10.8,5.7,1,2,10.8,10.2,0.9,0.6,1.5,0.125,0.7,1.7,2.4,0.6,2018
Evan Turner,SF,29,POR,3,87,8.3,0.413,0.212,0.061,5.9,9.7,7.6,15.9,1.7,0.9,15,19.6,-0.1,0,-0.1,-0.058,-3.3,-0.9,-4.2,0,2018
Myles Turner,C,21,IND,7,196,15.3,0.698,0.241,0.352,3.9,17.9,11.2,3.2,0.5,2.2,15,17.7,0.4,0.3,0.6,0.159,-0.6,1,0.4,0.1,2018
Ekpe Udoh,C,30,UTA,6,21,3.1,0.362,0,4,5.1,10.4,7.7,0,0,8.4,26.6,7.9,0,0,0,-0.044,-5.7,1.2,-4.5,0,2018
Jonas Valančiūnas,C,25,TOR,10,244,25.2,0.599,0.047,0.318,14.7,38.4,26.3,8.7,0.8,4.8,13.5,26.2,0.6,0.2,0.8,0.155,3.1,0.2,3.3,0.3,2018
Fred VanVleet,PG,23,TOR,6,114,8.1,0.482,0.718,0.205,0,11,5.4,16.6,0,0,8.6,18.5,0,-0.1,0,-0.006,-1.1,-3,-4.1,-0.1,2018
Dwyane Wade,SG,36,MIA,5,127,17.4,0.51,0.057,0.371,2.4,15.3,8.7,27.3,2.6,0.7,11.9,31.4,0,0.1,0.1,0.032,0.1,0.6,0.6,0.1,2018
John Wall,PG,27,WAS,6,234,24.2,0.528,0.165,0.37,1.5,15.8,8.7,50.2,3,2.9,15.5,32.9,0.4,0.2,0.6,0.125,4.8,1.9,6.7,0.5,2018
David West,C,37,GSW,18,175,19.2,0.631,0.044,0.089,7.2,15.5,11.6,26.1,1.7,5,17.6,14.5,0.5,0.3,0.8,0.217,1.7,4.1,5.8,0.3,2018
Russell Westbrook,PG,29,OKC,6,235,20.3,0.493,0.261,0.248,5,27.1,16.2,38.1,1.9,0,14.8,39,-0.1,0.3,0.3,0.052,3.9,0.1,4.1,0.4,2018
Derrick White,PG,23,SAS,3,18,20,0.583,0.333,0,0,0,0,10,2.9,9.7,0,15.2,0,0,0,0.125,5.2,3.1,8.3,0,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Hassan Whiteside,C,28,MIA,5,77,6.9,0.505,0,0.65,13.4,28,20.6,2,0,6.7,31.8,21.1,-0.2,0.1,-0.1,-0.082,-7.9,-1.9,-9.8,-0.2,2018
Andrew Wiggins,SF,22,MIN,5,164,11.7,0.514,0.309,0.294,3.4,13.5,8.6,10,0.6,1.3,10.5,23.9,0,0,0,-0.012,-0.8,-1,-1.7,0,2018
Justise Winslow,PF,21,MIA,5,125,12.1,0.495,0.452,0.405,5.8,22.4,13.9,16.2,1.5,2.7,13.9,19.8,0,0.1,0.1,0.037,-1,0.5,-0.5,0,2018
Delon Wright,PG,25,TOR,10,215,18,0.573,0.309,0.235,1.7,11,6.3,16.3,3.5,3.3,10.7,17.7,0.4,0.2,0.5,0.114,2.1,3,5.2,0.4,2018
Guerschon Yabusele,PF,22,BOS,12,48,1.2,0.179,0.667,0.556,7,19.6,13.1,8.6,2.1,0,0,10.8,-0.1,0.1,0,-0.032,-8.6,-0.4,-9,-0.1,2018
Joe Young,PG,25,IND,1,3,-5.8,,,,0,0,0,0,0,0,,0,0,0,0,0.024,-13.1,0.5,-12.6,0,2018
Nick Young,SG,32,GSW,20,205,3.1,0.46,0.887,0.151,0.6,5.6,3.2,2.5,0.2,0,3.4,12.8,-0.1,0.2,0.1,0.021,-4.2,-2,-6.3,-0.2,2018
Thaddeus Young,PF,29,IND,7,237,17.9,0.601,0.117,0.217,11.8,15.8,13.9,6.5,2.7,2.8,9.6,14.5,0.5,0.4,0.9,0.188,1.1,2.9,4,0.4,2018
Tyler Zeller,C,28,MIL,7,66,13.4,0.814,0,0.8,3.9,20.3,12.6,6.1,3.2,4.1,12.9,5.7,0.1,0.1,0.3,0.183,-1.6,2.5,0.8,0,2018
Ante Žižić,C,21,CLE,8,23,14.9,0.514,0,0.6,5.1,26.5,15.5,8,0,4,13.7,29.5,0,0,0,-0.001,-2.2,-2.2,-4.4,0,2018
Steven Adams,C,25,OKC,5,159,15.7,0.648,0.024,0.19,8.1,16.6,12.3,7.2,1.5,2.6,16.5,14.6,0.2,0.1,0.3,0.103,-0.1,1.9,1.8,0.2,2019
LaMarcus Aldridge,C,33,SAS,7,244,21.8,0.517,0.091,0.273,8.4,21.1,14.8,13.1,1.1,2.3,4.9,27,0.5,0.2,0.7,0.13,2.5,-0.2,2.3,0.3,2019
Grayson Allen,SG,23,UTA,2,14,10.5,0.446,0.429,1,0,7.8,3.8,0,0,0,0,30.6,0,0,0,0.003,-1.6,-3.5,-5.1,0,2019
Jarrett Allen,C,20,BRK,5,110,22.5,0.674,0,0.625,13,19.3,15.9,15.9,1.3,2,16.4,18,0.4,0,0.4,0.182,2,1.4,3.4,0.2,2019
Al-Farouq Aminu,PF,28,POR,16,399,11,0.473,0.468,0.33,7.7,18.9,13.3,7.5,1.1,2.1,11.4,15.3,0.1,0.3,0.4,0.052,-0.8,-0.1,-0.9,0.1,2019
Giannis Antetokounmpo,PF,24,MIL,15,514,26.5,0.57,0.21,0.641,7.5,27.7,17.9,25.1,1.6,5.3,13,32.2,1.1,1.3,2.3,0.219,5,3.3,8.4,1.4,2019
D.J. Augustin,PG,31,ORL,5,141,16.7,0.666,0.512,0.39,0.7,5.8,3.1,25.5,0.7,0.7,12.7,17.3,0.4,0,0.4,0.138,3.2,0.4,3.5,0.2,2019
Will Barton,SF,28,DEN,14,328,10.4,0.434,0.407,0.193,4.7,16.9,10.7,11,0.6,2.2,8.2,21.6,-0.2,0.2,0,-0.002,-1.9,-1.2,-3.1,-0.1,2019
Aron Baynes,C,32,BOS,9,115,6.7,0.638,0.429,0.143,5.6,16.1,11.1,3.9,1.3,2.4,25.2,7.6,0,0.2,0.2,0.1,-4.4,2.1,-2.3,0,2019
Malik Beasley,SG,22,DEN,14,281,12.1,0.53,0.505,0.333,4,14.1,9,7.3,0.6,0.3,6.2,18,0.3,0.1,0.4,0.075,-0.8,-1.1,-1.9,0,2019
Marco Belinelli,SG,32,SAS,7,131,8.8,0.504,0.553,0.158,0,10.6,5.3,8.5,0,1.2,4.7,15.1,0.1,0,0.1,0.026,-1.4,-1.4,-2.8,0,2019
Jordan Bell,C,24,GSW,15,106,18.7,0.579,0,0.323,7.8,12.7,10.3,15.1,1.8,6.4,5.3,15.3,0.3,0.1,0.4,0.175,0.4,3,3.4,0.1,2019
Dāvis Bertāns,PF,26,SAS,5,79,4.5,0.465,0.733,0.333,0,10.8,5.5,8.3,0,1,5.5,10.7,0,0,0,0.007,-3.8,-1,-4.8,-0.1,2019
Patrick Beverley,PG,30,LAC,6,195,13.7,0.584,0.638,0.17,4.3,24.3,13.7,19.7,1.4,2.6,16.5,12.7,0.2,0,0.2,0.058,0.9,1.4,2.3,0.2,2019
Khem Birch,C,26,ORL,5,92,14.7,0.617,0,0.389,9.9,28.1,18.4,7.7,0.5,5,22.2,13,0.1,0.1,0.2,0.092,-1.1,1.5,0.4,0.1,2019
Eric Bledsoe,PG,29,MIL,15,423,14.2,0.494,0.389,0.276,4.9,8.2,6.6,23.7,1.8,1.3,13.7,24.4,0,0.7,0.7,0.08,-0.2,0,-0.2,0.2,2019
Bojan Bogdanović,SF,29,IND,4,148,15.2,0.511,0.349,0.27,2,16.3,8.5,14.1,2.7,0,7.8,23.7,0,0.3,0.3,0.085,0.4,1.4,1.9,0.1,2019
Andrew Bogut,C,34,GSW,19,179,17.3,0.663,0,0.135,15.2,31.9,23.8,16.4,1.4,3.3,20.3,11.9,0.5,0.2,0.7,0.186,-1,2.8,1.8,0.2,2019
Jonah Bolden,PF,23,PHI,10,79,-1,0.385,0.842,0.211,5.8,13,9.6,5,1.2,1.1,30.2,15.9,-0.3,0.1,-0.2,-0.102,-7.7,-1.4,-9,-0.1,2019
Chris Boucher,PF,26,TOR,2,4,31.6,0.46,0.6,0.2,0,27.6,13.8,0,0,24.5,0,61.5,0,0,0,-0.095,7.6,-0.6,7,0,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Malcolm Brogdon,SG,26,MIL,7,198,14.3,0.549,0.474,0.141,3.2,13.7,8.6,18.9,1.2,0.5,10.8,20.1,0.2,0.3,0.5,0.121,1.4,0.9,2.4,0.2,2019
Bruce Brown,SG,22,DET,4,57,4.6,0.437,0.357,0.143,1.6,14.3,7.1,5.1,1.7,1.6,11.8,12.4,-0.1,0,-0.1,-0.063,-6.2,-0.3,-6.4,-0.1,2019
Jaylen Brown,SG,22,BOS,9,274,13.1,0.624,0.46,0.345,2.3,16.4,9.7,6.3,1.1,0.7,13,18.4,0.3,0.4,0.7,0.122,-0.5,1.2,0.7,0.2,2019
Sterling Brown,SG,23,MIL,11,162,10.6,0.525,0.553,0.289,2.6,15.5,9.3,16.2,1.8,1.7,15.7,13.4,0.1,0.3,0.4,0.113,-2.3,2.5,0.2,0.1,2019
Deonte Burton,SG,25,OKC,3,4,-7.2,0.2,0.4,0,26.7,27.5,27.1,0,0,0,0,53.4,-0.1,0,0,-0.591,-9.5,-10.4,-19.9,0,2019
Jimmy Butler,SF,29,PHI,12,421,21.1,0.564,0.257,0.411,6,12.5,9.4,23.2,2,1.5,9.6,22.9,1.2,0.6,1.7,0.195,4.4,1.8,6.2,0.9,2019
José Calderón,PG,37,DET,3,10,21.4,,,,0,0,0,64,4.7,0,,0,0,0,0,0.183,5,5.8,10.8,0,2019
Clint Capela,C,24,HOU,11,331,15.7,0.549,0,0.427,14.4,23.8,19.2,7.7,0.4,3.4,14.1,15,0.5,0.4,0.9,0.129,0.3,-1,-0.6,0.1,2019
DeMarre Carroll,PF,32,BRK,5,119,5.4,0.397,0.632,0.211,4.8,13.1,8.6,2.3,1.5,0,6.7,15.2,-0.1,0,-0.1,-0.047,-3.4,-2,-5.4,-0.1,2019
Michael Carter-Williams,PG,27,ORL,5,92,9.2,0.478,0.258,0.258,2.2,23,11.9,24.1,1.6,0,18.8,20.5,-0.1,0.1,0,-0.019,-3.9,1.8,-2.1,0,2019
Wilson Chandler,SF,31,LAC,4,52,2.6,0.422,0.625,0.25,0,13.7,6.4,5.2,1.8,0,14.5,16.4,-0.1,0,-0.1,-0.116,-7,-1.4,-8.4,-0.1,2019
Gary Clark,PF,24,HOU,2,4,3,,,,0,27.3,14.1,0,0,0,,0,0,0,0,0.048,-1.6,1,-0.6,0,2019
Zach Collins,C,21,POR,16,275,14.4,0.592,0.259,0.309,6.2,15.8,11,7.9,1.3,6.7,17.9,17.7,0.2,0.3,0.5,0.091,-2,2.7,0.7,0.2,2019
Darren Collison,PG,31,IND,4,117,9.9,0.504,0.244,0.133,3.4,8.3,5.6,25.5,0.9,0,17.3,22.6,-0.1,0.1,0,0.009,-2.6,-1.5,-4.1,-0.1,2019
Pat Connaughton,SG,26,MIL,15,324,13.7,0.577,0.545,0.104,3.2,24.8,14.4,9.2,0.9,3.6,9,11.7,0.3,0.7,1,0.148,0.3,2.7,3,0.4,2019
Quinn Cook,PG,25,GSW,17,193,8,0.495,0.486,0.057,1.2,9.3,5.4,8.8,0.8,0.5,7.7,17.5,0,0,0,0.006,-2.7,-2.3,-5,-0.1,2019
