Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Yr
Lance Stephenson,SG,26,IND,4,107,18.4,0.584,0.34,0.075,1.1,22.3,11.5,17.4,0.9,0,6.8,24,0.2,0,0.2,0.109,1.3,0.4,1.7,0.1,2017
Isaiah Taylor,PG,22,HOU,3,10,-1.2,0,0.5,0,11.1,10.5,10.8,13,0,0,0,8.8,0,0,0,-0.09,-6.3,-3,-9.3,0,2017
Jeff Teague,PG,28,IND,4,142,18.3,0.642,0.378,0.4,0,10.9,5.4,25.6,1.4,2.1,13.1,18.8,0.4,0,0.4,0.143,2.5,0.1,2.6,0.2,2017
Mirza Teletović,PF,31,MIL,3,27,-3.5,0.25,0.667,0,0,14.4,6.7,0,2,0,14.3,12.4,-0.1,0,-0.1,-0.106,-9.5,-2.6,-12.2,-0.1,2017
Jason Terry,SG,39,MIL,6,68,6.7,0.407,0.556,0.056,3.3,11.4,7.1,11.5,2.3,1.4,9.8,14.3,-0.1,0.1,0,0.032,-3.7,2,-1.7,0,2017
Isaiah Thomas,PG,27,BOS,15,521,18.1,0.563,0.414,0.425,1.1,9.8,5.3,33,1.3,0.3,13.9,31.3,0.7,0.1,0.8,0.077,2.9,-2.3,0.6,0.3,2017
Klay Thompson,SG,26,GSW,17,596,9.3,0.507,0.447,0.139,2.1,9.3,6,8,1.1,0.7,8.7,19.8,-0.1,0.7,0.6,0.049,-1.4,-1.8,-3.3,-0.2,2017
Tristan Thompson,C,25,CLE,18,562,14.5,0.625,0,0.652,15.1,16,15.5,6.1,0.8,1.9,15.1,11.1,1.3,0.4,1.8,0.15,0.7,-0.9,-0.1,0.3,2017
P.J. Tucker,SF,31,TOR,10,251,7.6,0.476,0.571,0.163,7.3,20.1,13.7,6.6,1.2,1.1,13.2,11.3,0,0.3,0.2,0.045,-2.6,0.4,-2.2,0,2017
Evan Turner,SF,28,POR,4,124,12.8,0.512,0.455,0.485,2.4,18.4,9.8,18.8,2.6,1.4,14.9,15.8,0,0.1,0.1,0.041,-0.1,1.7,1.5,0.1,2017
Myles Turner,C,20,IND,4,133,9.8,0.452,0.136,0.182,5.2,18.8,11.9,3.2,2.7,3.7,11.2,17.6,-0.1,0.1,0,-0.014,-4.8,-0.3,-5.1,-0.1,2017
Jonas Valančiūnas,C,24,TOR,10,226,15.6,0.586,0.012,0.407,4.9,30.8,17.9,1.6,0.5,2.4,12,22.5,0.1,0.3,0.4,0.081,-1,-0.8,-1.8,0,2017
Denzel Valentine,SG,23,CHI,4,22,6.2,0.417,0.667,0,0,40.1,20.4,13.6,0,4.7,25,16.4,-0.1,0,0,-0.053,-4.5,1.4,-3.2,0,2017
Fred VanVleet,PG,22,TOR,7,29,19.9,0.778,0.556,0,0,4.1,2.1,26.1,1.8,0,10,16.2,0.1,0,0.1,0.213,3.4,1.9,5.2,0.1,2017
Rashad Vaughn,SG,20,MIL,3,10,18.8,0.75,0.5,0,0,0,0,0,0,0,0,19.1,0,0,0,0.174,7.7,-1.2,6.6,0,2017
Noah Vonleh,PF,21,POR,4,100,7.9,0.446,0,0.278,8.9,22.9,15.4,12.1,0.5,2.6,22.9,10.9,-0.1,0,0,-0.013,-3.1,0.1,-2.9,0,2017
Dwyane Wade,SG,35,CHI,6,190,15.5,0.472,0.198,0.244,3.6,13.9,8.8,21.5,1.4,4.3,9.5,25,0.1,0.2,0.2,0.063,1,0,1,0.1,2017
,,,,,,,,,,,,,,,,,,,,,,,,,,2017
John Wall,PG,26,WAS,13,507,23,0.548,0.217,0.331,1.6,9.4,5.5,45.7,2.2,2.7,14.6,32.1,0.9,0.5,1.4,0.136,6.2,-0.4,5.7,1,2017
David West,C,36,GSW,17,221,16.6,0.604,0.034,0.153,3.7,17.8,11.2,22,1.5,4.8,13.7,14.2,0.4,0.4,0.9,0.185,1.1,3.9,5,0.4,2017
Russell Westbrook,PG,28,OKC,5,194,27.7,0.511,0.322,0.461,4.7,28.9,16.1,55.7,3,1,14.1,47,0.2,0.3,0.4,0.103,7.5,2.2,9.7,0.6,2017
Deron Williams,PG,32,CLE,18,262,10,0.567,0.484,0.172,1.4,8.5,5.1,19.4,1.9,0.3,19.8,14.6,0.2,0.2,0.4,0.073,-1.9,-0.5,-2.4,0,2017
Derrick Williams,PF,25,CLE,8,38,17.9,0.661,0.333,0.133,3.2,5.8,4.6,16.4,0,2.2,15.9,22.2,0.1,0,0.1,0.118,4.2,-0.8,3.4,0.1,2017
Lou Williams,SG,30,HOU,11,272,12.6,0.528,0.331,0.246,2.9,8.9,6,8.8,1.3,0.3,9.7,23.4,0.1,0.2,0.3,0.052,0,-1.8,-1.7,0,2017
Troy Williams,SF,22,HOU,5,19,-14.2,0.051,0.556,0.222,11.7,27.7,19.9,6.8,0,0,16.8,27.5,-0.2,0,-0.2,-0.514,-15.3,-9.5,-24.9,-0.1,2017
Kyle Wiltjer,PF,24,HOU,1,5,26.1,1.5,1,0,0,0,0,0,0,0,0,8.8,0,0,0,0.247,11.9,0.9,12.8,0,2017
Jeff Withey,C,26,UTA,3,21,14.1,0.512,0,0.5,17.1,5.7,11.4,7.4,2.5,4.2,0,11.1,0,0,0.1,0.178,-1.6,2.6,1,0,2017
Brandan Wright,PF,29,MEM,2,12,11.4,0.4,0,0,10.8,10.8,10.8,0,0,15.3,16.7,25.1,0,0,0,-0.151,-2.2,-0.7,-2.9,0,2017
Delon Wright,PG,24,TOR,9,92,14.7,0.623,0.353,0.412,5.3,11.7,8.6,22.2,2.2,1,19.9,12.8,0.1,0.1,0.2,0.123,1.4,1.8,3.1,0.1,2017
James Young,SG,21,BOS,10,39,9.1,0.5,0.933,0,2.9,18.6,10.5,11.5,0,0,6.3,18.6,0,0,0,0.014,0.2,-2.4,-2.2,0,2017
Thaddeus Young,PF,28,IND,4,140,18,0.553,0.103,0.256,18.2,11.9,15.1,10.3,2.9,0.7,12.1,15.4,0.3,0,0.3,0.113,1.6,0.6,2.2,0.1,2017
Tyler Zeller,C,27,BOS,11,78,15.8,0.561,0,0.32,11.6,17.1,14.3,16.3,0,2.2,12.3,18.9,0.1,0,0.2,0.099,-0.2,-1,-1.2,0,2017
Paul Zipser,SF,22,CHI,6,136,8.5,0.602,0.485,0.242,2.5,14.6,8.7,3.4,0.4,0.8,16.1,14.4,0.1,0.1,0.1,0.048,-2.9,-0.7,-3.6,-0.1,2017
Álex Abrines,SG,24,OKC,6,110,9.5,0.575,0.65,0.1,2.9,12.3,7.7,2.6,2.2,1.7,4.6,8.7,0.1,0.1,0.2,0.107,-1.3,1.9,0.5,0.1,2018
Steven Adams,C,24,OKC,6,200,16,0.609,0,0.283,10.2,13.6,11.9,7,1,1.8,7.2,12.2,0.5,0.2,0.7,0.158,1.6,-0.3,1.3,0.2,2018
Bam Adebayo,C,20,MIA,5,77,6.1,0.402,0.067,0.933,12.1,15.4,13.7,0,0,2.2,8.6,13,-0.1,0,-0.1,-0.036,-4.3,-4.5,-8.8,-0.1,2018
LaMarcus Aldridge,C,32,SAS,5,177,24.8,0.599,0.063,0.525,7.8,22.6,14.7,13.2,0.9,1,8.4,27.8,0.6,0.1,0.7,0.189,5.6,0.1,5.7,0.3,2018
Al-Farouq Aminu,PF,27,POR,4,131,21.3,0.652,0.577,0.038,9.4,22.1,15.2,5.8,1.5,1.2,10.2,19.2,0.4,0,0.4,0.152,4.4,0.3,4.7,0.2,2018
Justin Anderson,SF,24,PHI,7,33,2.5,0.5,0.875,0,3.2,26.3,14.6,0,1.5,0,20,12.7,0,0,0,0.014,-6.9,-0.6,-7.5,0,2018
Kyle Anderson,SF,24,SAS,5,73,17.5,0.62,0.2,0.2,7.2,13.3,10.1,7.4,4.2,1.2,12.1,15.5,0.1,0.1,0.2,0.13,-0.8,3.7,2.9,0.1,2018
Ryan Anderson,PF,29,HOU,11,95,7,0.475,0.75,0,4.6,10.6,7.6,9,1.6,0.9,13,10.8,0,0.1,0.1,0.049,-2.3,0.1,-2.2,0,2018
Giannis Antetokounmpo,PF,23,MIL,7,280,26.6,0.62,0.116,0.455,3.7,23.5,14.3,28.2,1.9,1.9,10.5,28.2,1,0.4,1.4,0.239,5.6,1.4,7.1,0.6,2018
Carmelo Anthony,PF,33,OKC,6,194,9.7,0.452,0.389,0.208,1.7,16.7,9.3,1.6,2.5,1.9,7.1,19.1,-0.2,0.3,0.1,0.018,-2,-0.1,-2.2,0,2018
OG Anunoby,SF,20,TOR,10,238,12.7,0.695,0.558,0.212,4.5,6.3,5.4,4.3,1.3,1.3,9.5,12,0.5,0,0.5,0.094,0.7,0.5,1.2,0.2,2018
Trevor Ariza,SF,32,HOU,17,582,7.6,0.488,0.655,0.223,1.7,10.8,6.2,5.5,1.6,0.3,6.1,12.5,0.1,0.5,0.6,0.049,-2.5,0.5,-2.1,0,2018
Luke Babbitt,SF,28,MIA,2,3,-13.5,0,0,0,0,0,0,0,0,0,0,14.4,0,0,0,-0.392,-12.5,-9,-21.5,0,2018
Wade Baldwin,PG,21,POR,4,19,4.7,0.41,0.25,0.5,0,19.1,8.7,19.6,2.6,4.3,38.1,17.7,-0.1,0,-0.1,-0.14,-4.7,-0.1,-4.8,0,2018
Jerryd Bayless,SG,29,PHI,1,2,0,,,,0,0,0,0,0,0,,0,0,0,0,0.013,-4.7,-3.4,-8.1,0,2018
Aron Baynes,C,31,BOS,19,389,15.6,0.588,0.258,0.202,13,22,17.4,7.7,0.5,2.5,7.6,12.4,0.9,0.5,1.4,0.174,0,0.6,0.7,0.3,2018
Bradley Beal,SG,24,WAS,6,216,17,0.588,0.417,0.213,1.1,9.9,5.5,13.1,1.6,0.8,11.3,27.2,0.3,0.1,0.4,0.078,3.1,-0.6,2.5,0.2,2018
Marco Belinelli,SG,31,PHI,10,273,12.8,0.539,0.434,0.292,0.4,7.9,4.1,11.4,1.3,0,3.2,19,0.5,0.2,0.7,0.129,0.3,-0.6,-0.3,0.1,2018
Jordan Bell,C,23,GSW,17,173,14.6,0.537,0.031,0.438,10,19.3,14.9,11.5,1.7,4.6,13.6,11.4,0.2,0.3,0.6,0.165,-0.3,2.5,2.2,0.2,2018
Dāvis Bertāns,PF,25,SAS,5,82,4.1,0.372,0.889,0.611,1.3,14.8,7.6,10.7,1.3,0,4.2,13.3,-0.1,0,-0.1,-0.029,-4.6,-1.4,-6,-0.1,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Nemanja Bjelica,PF,29,MIN,5,47,21.6,0.603,0.438,0.438,9.5,24.6,17.3,9.9,3.2,0,5,19.5,0.1,0,0.2,0.195,5.3,3.4,8.7,0.1,2018
Tarik Black,C,26,HOU,7,19,3.4,0.25,0,0,11.5,23.6,17.5,14.6,0,4.6,20,11.8,0,0,0,-0.015,-8.1,0.8,-7.3,0,2018
Eric Bledsoe,PG,28,MIL,7,225,12.9,0.512,0.262,0.238,1.7,10.9,6.6,18.1,1.6,2.4,13.9,23.3,-0.1,0.2,0.1,0.027,-0.7,-2.1,-2.8,0,2018
Bojan Bogdanović,SF,28,IND,7,238,7.5,0.509,0.556,0.123,0.5,11.3,6.1,8.2,1.3,0,13.2,19.5,-0.2,0.3,0.1,0.023,-2.7,-0.5,-3.2,-0.1,2018
Trevor Booker,PF,30,IND,7,64,13.3,0.688,0.1,0.7,9.9,23.8,17.2,0,0.8,1.7,7.1,10.4,0.2,0.1,0.3,0.206,-2.4,0.8,-1.6,0,2018
Tony Bradley,C,20,UTA,1,2,41.9,0.5,0,0,53.2,0,26.9,0,0,0,0,44.1,0,0,0,0.223,13.4,-8.8,4.7,0,2018
Corey Brewer,SG,31,OKC,6,151,11.8,0.669,0.44,0.24,2.8,6.2,4.5,4.8,2.3,3,6.7,8.6,0.3,0.2,0.4,0.14,-0.5,2.4,1.8,0.1,2018
Malcolm Brogdon,PG,25,MIL,7,186,7.9,0.513,0.345,0.182,2.1,12.6,7.7,13.6,0.3,0,16.8,18.7,-0.1,0.1,0,-0.008,-2.9,-3.7,-6.6,-0.2,2018
Aaron Brooks,PG,33,MIN,2,3,27.9,0.515,0.333,0.667,0,0,0,0,0,0,0,59,0,0,0,-0.2,5.5,-5.3,0.2,0,2018
Jaylen Brown,SG,21,BOS,18,583,16,0.563,0.421,0.188,3.1,14.3,8.6,8.3,1.2,1.5,7.4,24.6,0.6,0.7,1.3,0.105,0.6,0.6,1.2,0.5,2018
Lorenzo Brown,PG,27,TOR,4,29,7.2,0.414,0.5,0.2,4.1,21.6,12.7,9.9,0,2.7,8.4,18.6,0,0,0,-0.045,-2.7,-2.2,-4.9,0,2018
Sterling Brown,SG,22,MIL,3,13,23.6,0.7,0.6,0,9.9,8.6,9.2,0,4,0,0,18.7,0,0,0.1,0.236,4.8,0.2,5,0,2018
Alec Burks,SG,26,UTA,9,120,22.3,0.581,0.313,0.234,1.8,20,10.8,26.4,1.6,0.7,10.2,28.9,0.3,0.2,0.4,0.169,4.2,2.8,7,0.3,2018
Jimmy Butler,SG,28,MIN,5,170,16.9,0.557,0.27,0.286,2,16.7,9.6,18.8,1.2,0.6,6.6,20.4,0.3,0,0.3,0.098,2.3,0.3,2.6,0.2,2018
José Calderón,PG,36,CLE,13,104,6,0.446,0.692,0.077,2.2,10.5,6.3,12.8,2.5,0,15.7,14.2,-0.1,0.1,0,0.005,-4.8,0.3,-4.4,-0.1,2018
Clint Capela,C,23,HOU,17,520,24.1,0.642,0,0.382,12.8,29.4,21,7.1,1.4,6.1,8.2,15.8,1.6,0.9,2.6,0.238,3.6,1.8,5.5,1,2018
Ian Clark,SG,26,NOP,9,190,8.1,0.517,0.424,0.061,1.1,4.2,2.7,7.8,2,0.8,11.7,17.3,-0.1,0.2,0.1,0.015,-2.9,0.6,-2.3,0,2018
Jordan Clarkson,SG,25,CLE,19,286,3.2,0.358,0.374,0.049,3.7,9.8,6.7,7.2,1.5,1,9.4,22.4,-0.9,0.2,-0.7,-0.116,-5.3,-3.3,-8.6,-0.5,2018
Zach Collins,C,20,POR,4,70,11.7,0.441,0.467,0.133,4.4,15.5,9.5,12.2,2.1,2.3,5.9,20.6,0,0,0,0.016,-2.4,1.3,-1.1,0,2018
Darren Collison,PG,30,IND,7,214,14.8,0.539,0.338,0.176,0.6,10.9,6,23.4,1.7,0,10.9,18.1,0.3,0.3,0.6,0.126,0.5,0.4,0.9,0.2,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Pat Connaughton,SG,25,POR,4,59,9,0.504,0.667,0.133,3.5,4.1,3.8,13.4,0.8,1.4,5.9,12.2,0.1,0,0.1,0.051,-2,0.6,-1.4,0,2018
Quinn Cook,PG,24,GSW,17,175,13.3,0.544,0.463,0.254,1.3,12.5,7.2,9.2,1.1,1,6.3,20.3,0.2,0.2,0.4,0.114,-1.4,-0.3,-1.7,0,2018
Robert Covington,SF,27,PHI,10,281,9.6,0.45,0.578,0.193,4.5,15.8,10.1,12.7,1.9,2.9,10.9,15.1,0,0.4,0.4,0.073,-1.2,1.1,-0.2,0.1,2018
Jamal Crawford,SG,37,MIN,5,123,15.6,0.56,0.362,0.277,0.9,10.3,5.7,15.7,2.1,0,8.7,21.4,0.2,0,0.2,0.065,1.6,0.9,2.5,0.1,2018
Jordan Crawford,SG,29,NOP,2,15,34.7,0.731,0.615,0,0,26.8,13.9,18.5,3.1,0,18.8,45.6,0,0,0,0.071,9.6,2.2,11.8,0.1,2018
Jae Crowder,SF,27,UTA,11,323,8.4,0.457,0.611,0.259,1.3,17.5,9.3,8.7,2.3,0.5,10.4,18.3,-0.3,0.4,0.1,0.02,-2.3,1.5,-0.7,0.1,2018
Stephen Curry,PG,29,GSW,15,555,22.3,0.59,0.533,0.155,1.9,15.4,9,24,2.3,1.7,11.7,29.6,1.1,1,2.1,0.182,5.8,1.2,7.1,1.3,2018
Anthony Davis,PF,24,NOP,9,358,25.8,0.584,0.108,0.314,7.2,27.2,17.6,7,2.3,4.6,9,30.5,0.7,0.7,1.4,0.184,3.5,1.4,4.8,0.6,2018
Ed Davis,C,28,POR,4,71,6.1,0.468,0,0.4,7.2,45.9,24.9,0,0,1.2,25.4,9.5,-0.1,0,-0.1,-0.035,-4.6,-1.3,-5.9,-0.1,2018
Matthew Dellavedova,PG,27,MIL,6,78,6.8,0.466,0.75,0.167,1.6,5.7,3.8,27.3,1.3,0,31.8,11.8,0,0,0,0.009,-2.7,-2.4,-5.1,-0.1,2018
DeMar DeRozan,SG,28,TOR,10,354,16.3,0.511,0.176,0.266,2,10.6,6.2,20.3,0.7,1.3,9.4,31.5,0.2,-0.1,0.2,0.023,0.6,-2.5,-1.8,0,2018
Cheick Diallo,PF,21,NOP,7,48,4.7,0.417,0,0,9,10.5,9.7,0,1,1.7,7.7,11.6,0,0,0,0.014,-6.4,-2.2,-8.5,-0.1,2018
Gorgui Dieng,C,28,MIN,5,70,11.2,0.43,0.278,0.222,4.8,22.6,14,8.1,1.4,6.1,4.8,13.5,0,0.1,0.1,0.037,-0.6,1.8,1.1,0.1,2018
Goran Dragić,PG,31,MIA,5,156,14.3,0.549,0.28,0.293,2,6.9,4.4,27.4,1.5,0,15,27.5,0,0,0,0.01,0.9,-1.8,-0.9,0,2018
Kevin Durant,SF,29,GSW,21,807,25.1,0.606,0.317,0.349,1.9,19.4,11.1,20.7,0.9,2.7,9.1,30.6,2.7,1.3,4,0.237,6.7,0.9,7.6,2,2018
Wayne Ellington,SG,30,MIA,5,101,8.1,0.537,0.857,0.086,1,7.5,4.2,4.6,0.9,1.7,7.6,16.8,0,0,0,0,-0.2,-1.8,-2,0,2018
Joel Embiid,C,23,PHI,8,278,18.1,0.519,0.21,0.442,8.7,30.4,19.4,14.8,1.2,4.6,15,29.3,0,0.5,0.6,0.096,1.4,0.4,1.8,0.3,2018
Dante Exum,PG,22,UTA,10,114,8,0.551,0.171,0.293,3.7,9.5,6.6,14.4,0.4,0.8,24.5,23.7,-0.2,0.1,-0.1,-0.032,-4.4,-1.8,-6.2,-0.1,2018
Derrick Favors,C,26,UTA,11,286,16.4,0.618,0.074,0.485,7.4,14.1,10.7,7.1,1.4,3.4,10.8,14.3,0.5,0.4,0.9,0.146,1,1.9,2.9,0.4,2018
Raymond Felton,PG,33,OKC,6,79,12.4,0.486,0.452,0.065,2.7,14.5,8.7,18.3,2.5,2.3,13.6,20.4,0,0.1,0.1,0.045,0.6,0.9,1.5,0.1,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Terrance Ferguson,SG,19,OKC,3,6,29.9,1.5,1,0,17.8,0,8.8,27.4,0,0,0,7.3,0.1,0,0.1,0.507,11.9,3.2,15.1,0,2018
Bryn Forbes,SG,24,SAS,4,54,5.5,0.423,0.529,0.412,2,4.5,3.1,5.9,0,0,0,17,0,0,0,-0.039,-3.2,-3.3,-6.5,-0.1,2018
Tim Frazier,PG,27,WAS,2,6,15.1,0,0,0,0,19.8,9.9,60.5,8.2,0,0,7.3,0,0,0,0.136,-4.2,9.6,5.4,0,2018
Markelle Fultz,SG,19,PHI,3,23,5.7,0.285,0,0.571,0,14.2,7,28.8,4.3,0,10.2,17.8,0,0,0,-0.003,-7.6,2,-5.6,0,2018
Pau Gasol,C,37,SAS,5,90,15,0.615,0.15,0.5,2.3,29.6,15.1,25.5,0,1,19.7,15.5,0.1,0,0.2,0.094,1.1,2.3,3.4,0.1,2018
Rudy Gay,PF,31,SAS,5,160,11.3,0.442,0.277,0.138,5.9,14.4,9.9,12.3,2.6,0.5,8,21.4,-0.1,0.1,0,-0.012,-1.8,-0.1,-1.9,0,2018
Paul George,SF,27,OKC,6,251,14.6,0.545,0.433,0.3,1.7,13.3,7.6,11,1.6,1.5,15,27.8,0,0.3,0.2,0.045,1.3,-1,0.3,0.1,2018
Marcus Georges-Hunt,SG,23,MIN,2,3,0,0,0,0,37.4,0,18.1,0,0,0,0,15.2,0,0,0,-0.223,-2.5,-8.4,-10.9,0,2018
Taj Gibson,PF,32,MIN,5,123,10.5,0.665,0,0.136,6.4,11.1,8.8,2.4,0.4,1.8,14.6,10.1,0.2,0,0.1,0.052,-0.9,-0.5,-1.4,0,2018
Manu Ginóbili,SG,40,SAS,5,107,15.3,0.538,0.486,0.297,1,15.9,7.9,25.8,3.4,0.8,14.3,20.9,0.1,0.1,0.2,0.069,-0.3,3,2.8,0.1,2018
Rudy Gobert,C,25,UTA,11,383,19.4,0.662,0,0.69,12,21.3,16.6,4.5,1.3,5.8,16.1,15,0.8,0.6,1.5,0.184,0.9,2,2.9,0.5,2018
Eric Gordon,SG,29,HOU,17,549,12.1,0.529,0.588,0.276,1.8,7.4,4.5,8.2,0.9,1.3,8.8,22.2,0.3,0.4,0.6,0.056,0.8,-1.3,-0.5,0.2,2018
Marcin Gortat,C,33,WAS,6,160,11.6,0.564,0,0.163,9.7,18.6,14.2,5.5,0,1.1,11.5,14.3,0.2,0,0.2,0.06,-1.5,-1.2,-2.7,0,2018
Jerami Grant,PF,23,OKC,6,133,11.3,0.54,0.229,0.314,6.4,9.4,7.9,7.1,1.5,2.1,13.1,15.1,0.1,0.1,0.2,0.069,-1.4,-0.2,-1.6,0,2018
Danny Green,SG,30,SAS,5,103,2.7,0.35,0.667,0,4.1,8.2,6,1.5,0.5,3.4,6.3,14.2,-0.2,0,-0.2,-0.092,-4.3,-2.2,-6.5,-0.1,2018
Draymond Green,PF,27,GSW,21,819,16.2,0.529,0.411,0.255,5.9,23,14.9,27.7,2.5,3.3,22.8,15.1,0.9,1.8,2.8,0.162,1.1,3.9,5,1.4,2018
Gerald Green,SG,32,HOU,17,272,10.1,0.551,0.766,0.074,2.4,18.2,10.2,0.6,0.7,2.3,9.3,17.6,0,0.3,0.3,0.054,-0.3,-0.3,-0.6,0.1,2018
Jeff Green,PF,31,CLE,22,523,10.3,0.524,0.493,0.324,1.6,10.7,6,9.4,0.7,2.6,9.5,15.9,0.3,0.3,0.6,0.053,-0.5,-0.7,-1.1,0.1,2018
James Harden,SG,28,HOU,17,621,24.9,0.548,0.452,0.345,2.5,13.6,7.9,35.9,3.1,1.6,12.8,36.7,1.2,0.9,2.1,0.163,6.3,1.8,8.1,1.6,2018
Maurice Harkless,SF,24,POR,2,53,13,0.615,0.462,0,5.8,11.4,8.4,10.4,0,1.5,7.1,11.3,0.1,0,0.1,0.089,1,0,0.9,0,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
John Henson,C,27,MIL,2,74,15,0.684,0,0.154,6.9,12,9.7,9.9,0,8.4,22.4,11.8,0.1,0.1,0.2,0.11,1.3,1,2.3,0.1,2018
Nenê,C,35,HOU,11,107,11.3,0.624,0,0.55,6.1,23.1,14.5,7.1,0.9,4.1,24.4,13.8,0.1,0.1,0.2,0.089,-4.4,1.2,-3.2,0,2018
George Hill,PG,31,CLE,19,557,10.5,0.567,0.389,0.405,2.7,6.1,4.4,11.5,0.9,1.3,12.5,14.6,0.6,0.2,0.8,0.072,-1.4,-0.6,-2,0,2018
Solomon Hill,SF,26,NOP,9,114,7.2,0.561,0.64,0.4,5.7,9.7,7.8,7.5,0.4,0.7,16.9,13.3,0.1,0.1,0.1,0.056,-2.8,-0.1,-2.9,0,2018
Jrue Holiday,SG,27,NOP,9,348,19.7,0.581,0.294,0.176,2.8,12.1,7.6,25.6,1.3,1.1,11.2,25.3,0.6,0.3,1,0.132,2.6,0.6,3.2,0.5,2018
Richaun Holmes,C,24,PHI,3,11,-4.1,0,0,0,0,9.9,4.9,11.4,0,0,0,3.8,0,0,0,-0.02,-10.2,-1.2,-11.3,0,2018
Rodney Hood,SG,25,CLE,17,260,8.4,0.468,0.261,0.13,3.1,11.2,7.1,11.3,1,1.4,11.8,19.6,-0.2,0.1,0,-0.007,-3.2,-0.6,-3.8,-0.1,2018
Al Horford,C,31,BOS,19,679,20.1,0.631,0.211,0.368,5.3,21.6,13.3,15.8,1.4,2.9,11.9,18.3,1.7,1,2.7,0.192,2.1,2.3,4.4,1.1,2018
Josh Huestis,PF,26,OKC,4,19,8,0.521,0,1,0,16.5,8.3,0,2.6,4.8,0,6.6,0,0,0,0.098,-4.9,3.7,-1.2,0,2018
Serge Ibaka,PF,28,TOR,10,260,10.9,0.533,0.333,0.306,6,22.1,13.9,6.2,0.2,3.9,16.4,17.1,0,0,0.1,0.014,-1.7,-0.4,-2.2,0,2018
Andre Iguodala,SF,34,GSW,15,401,14.7,0.61,0.435,0.4,3.2,14.8,9.3,13.6,2.6,1.5,12.3,12.7,0.7,0.7,1.4,0.171,0,2.8,2.9,0.5,2018
Ersan İlyasova,PF,30,PHI,10,233,14.4,0.499,0.369,0.25,11.8,23.3,17.4,8.7,1.5,1.6,9.7,18.6,0.2,0.3,0.5,0.112,0.4,-0.4,0,0.1,2018
Joe Ingles,SF,30,UTA,11,382,12.3,0.623,0.636,0.14,1.4,12.3,6.8,15.2,0.8,0.5,16.8,17.8,0.4,0.3,0.7,0.085,0.7,0.3,0.9,0.3,2018
Aaron Jackson,PG,31,HOU,7,17,8.7,0.512,0.5,0.5,12.9,13.2,13,17.9,0,0,29.1,18.1,0,0,0,0.002,-4.8,-0.9,-5.7,0,2018
LeBron James,PF,33,CLE,22,922,32.2,0.619,0.224,0.418,3.9,22.3,12.9,46.4,1.7,2.3,13.5,35,4.2,1,5.2,0.269,10.1,2.6,12.7,3.4,2018
Brandon Jennings,PG,28,MIL,1,5,-9.8,0.347,1,1,0,0,0,0,0,0,25.8,37.7,0,0,0,-0.468,-17.5,-14.7,-32.2,0,2018
Jonas Jerebko,PF,30,UTA,10,79,9.1,0.478,0.316,0.105,5.4,16.5,10.9,5.5,1.9,0,4.8,11.7,0,0.1,0.1,0.08,-2.3,1.4,-0.9,0,2018
Amir Johnson,C,30,PHI,8,94,15.2,0.56,0,0.238,15.7,10.4,13.1,14.1,1,1,11.5,11.7,0.2,0.1,0.3,0.16,0.6,-0.6,0,0,2018
Dakari Johnson,C,22,OKC,2,3,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.001,-3,-3.3,-6.3,0,2018
James Johnson,PF,30,MIA,5,161,16.3,0.644,0.31,0.333,1.9,18,9.8,24.1,1.8,3.2,17.2,15.6,0.3,0.1,0.4,0.113,1.8,2,3.8,0.2,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Joe Johnson,SF,36,HOU,8,54,1.5,0.353,0.176,0,0,20.8,10.3,8.4,0,1.6,15,16.6,-0.2,0,-0.1,-0.109,-7.7,-0.6,-8.2,-0.1,2018
Tyler Johnson,PG,25,MIA,5,81,14.4,0.688,0.385,0.269,1.3,9.3,5.2,8.4,1.2,0,6.4,16.5,0.2,0,0.2,0.122,0.7,0,0.7,0.1,2018
Damian Jones,C,22,GSW,4,11,-4.7,0.602,0,1.5,10.5,19,14.9,0,0,0,47.5,25.7,-0.1,0,0,-0.177,-18.4,-2.9,-21.4,-0.1,2018
Tyus Jones,PG,21,MIN,4,55,6.1,0.286,0.286,0,0,17.2,8.9,19.3,0.9,0,12.5,6.6,0,0,0,-0.021,-4.1,0.4,-3.7,0,2018
Cory Joseph,PG,26,IND,7,143,12.7,0.463,0.333,0.182,1.8,12.3,7.2,20.4,3.3,1.5,10.1,13.1,0.1,0.3,0.4,0.125,-1.2,3.9,2.7,0.2,2018
Furkan Korkmaz,SG,20,PHI,1,2,56.7,1.5,1,0,0,0,0,0,0,0,0,21,0,0,0,0.349,33.6,10,43.7,0,2018
Kyle Korver,SG,36,CLE,22,505,11.4,0.604,0.773,0.156,1.4,11.1,6.1,5.8,0.9,1.6,8.5,15.1,0.7,0.3,1,0.092,1.1,-0.9,0.2,0.3,2018
